epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5843.34,1.80772,2.81933,1.9247,0.60474,0.13552,0.1342,0.04782,2.15993,3.10115,2.49609,0.000369215,0.000369215,0.000369215
