Timestamp,License Plate,Confidence,Vehicle Type,Speed,Violations
2025-04-11 09:55:34.292,NA13NRU,0.33,Car,8.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:39.178,GX15OGJ,0.23,Car,4.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:44.046,GX15OGJ,0.18,Car,5.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:44.370,GX15OGJ,0.35,Car,5.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:46.307,GX15OGJ,0.28,Car,6.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:48.739,GX15OGJ,0.38,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:49.668,GX15OGJ,0.35,Car,6.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:50.242,GX15OGJ,0.30,Car,6.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:51.181,GX15OGJ,0.53,Car,6.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:53.598,GX15OGJ,0.30,Car,7.0,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:54.156,GX15OGJ,0.43,Car,8.0,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:54.771,GX15OGJ,0.50,Car,8.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:55.066,GX15OGJ,0.40,Car,8.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:55.349,GX15OGJ,0.34,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:55:56.016,GX15OGJ,0.42,Car,7.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:00.409,AP05JEO,0.23,Car,4.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:04.063,AP05JEO,0.34,Car,5.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:05.987,AP05JEO,0.22,Car,5.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:06.334,AP05JEO,0.30,Car,4.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:06.682,GX15OGJ,0.50,Car,6.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:07.047,GX15OGJ,0.52,Car,6.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:08.171,AP05JEO,0.29,Car,4.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:08.606,AP05JEO,0.36,Car,4.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:09.294,GX15OGJ,0.39,Car,6.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:09.294,AP05JEO,0.42,Car,4.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:09.691,GX15OGJ,0.26,Car,6.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:09.691,AP05JEO,0.23,Car,4.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:10.089,AP05JEO,0.48,Car,4.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:10.502,AP05JEO,0.22,Car,4.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:11.002,AP05JEO,0.16,Car,4.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:11.435,AP05JEO,0.49,Car,4.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:11.752,AP05JEO,0.16,Car,4.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:12.106,KH05ZZK,0.54,Car,5.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:12.106,AP05JEO,0.24,Car,4.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:12.418,AP05JEO,0.21,Car,4.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:12.751,AP05JEO,0.27,Car,5.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:13.113,AP05JEO,0.17,Car,5.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:13.744,AP05JEO,0.26,Car,6.0,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:14.156,KH05ZZK,0.74,Car,5.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:14.156,AP05JEO,0.41,Car,5.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:14.527,AP05JEO,0.38,Car,5.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:15.024,AP05JEO,0.23,Car,5.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:15.428,KH05ZZK,0.62,Car,4.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:15.909,AP05JEO,0.30,Car,5.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:16.330,AP05JEO,0.46,Car,5.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:16.685,AP05JEO,0.36,Car,4.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:17.035,AP05JEO,0.51,Car,5.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:17.035,KH05ZZK,0.38,Car,4.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:17.423,AP05JEO,0.60,Car,6.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:17.423,KH05ZZK,0.13,Car,4.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:17.760,AP05JEO,0.43,Car,6.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:17.760,KH05ZZK,0.58,Car,4.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:18.099,AP05JEO,0.24,Car,6.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:18.424,KH05ZZK,0.44,Car,4.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:18.424,AP05JEO,0.38,Car,6.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:19.096,AP05JEO,0.41,Car,6.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:19.834,AP05JEO,0.38,Car,6.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:20.208,AP05JEO,0.29,Car,6.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:20.208,KH05ZZK,0.12,Car,4.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:20.541,AP05JEO,0.20,Car,7.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:20.541,KH05ZZK,0.96,Car,6.0,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:22.769,AP05JEO,0.57,Car,5.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:23.944,AP05JEO,0.27,Car,6.0,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:24.655,AP05JEO,0.29,Car,6.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:24.997,KH05ZZK,0.20,Car,4.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:25.695,AP05JEO,0.11,Car,7.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:26.052,AP05JEO,0.32,Car,7.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:26.387,AP05JEO,0.57,Car,8.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:27.150,KH05ZZK,0.15,Car,4.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:27.150,AP05JEO,0.42,Car,7.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:28.582,KH05ZZK,0.49,Car,5.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:28.988,KH05ZZK,0.63,Car,5.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:28.988,AP05JEO,0.31,Car,6.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:29.400,AP05JEO,0.31,Car,6.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:29.793,AP05JEO,0.17,Car,6.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:30.207,KH05ZZK,0.62,Car,5.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:30.207,AP05JEO,0.45,Car,6.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:31.361,AP05JEO,0.47,Car,7.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:31.874,KH05ZZK,0.68,Car,5.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:32.334,AP05JEO,0.34,Car,6.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:32.763,KH05ZZK,0.46,Car,5.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:32.763,AP05JEO,0.28,Car,7.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:33.144,AP05JEO,0.44,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:33.544,AP05JEO,0.24,Car,6.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:33.890,AP05JEO,0.32,Car,6.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:34.305,AP05JEO,0.24,Car,6.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:34.305,KH05ZZK,0.39,Car,5.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:34.668,AP05JEO,0.26,Car,6.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:35.452,AP05JEO,0.17,Car,6.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:35.782,AP05JEO,0.49,Car,6.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:36.103,AP05JEO,0.30,Car,7.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:36.452,AP05JEO,0.25,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:36.823,KH05ZZK,0.83,Car,6.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:37.874,AP05JEO,0.47,Car,6.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:38.231,AP05JEO,0.33,Car,6.5,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:38.577,KH05ZZK,0.53,Car,7.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:38.577,AP05JEO,0.40,Car,5.9,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:39.001,AP05JEO,0.46,Car,6.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:39.001,KH05ZZK,0.59,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:39.387,AP05JEO,0.25,Car,5.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:39.714,AP05JEO,0.46,Car,4.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:40.058,AP05JEO,0.18,Car,4.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:40.395,KH05ZZK,0.97,Car,8.0,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:40.395,AP05JEO,0.41,Car,5.2,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:41.224,AP05JEO,0.54,Car,4.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:41.593,KH05ZZK,0.48,Car,7.6,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:41.593,AP05JEO,0.29,Car,4.7,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:42.201,AP05JEO,0.23,Car,4.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:42.201,KH05ZZK,0.41,Car,6.8,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:42.774,KH05ZZK,0.64,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:42.774,AP05JEO,0.30,Car,4.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:47.152,KH05ZZK,0.28,Car,8.4,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:48.740,KH05ZZK,0.48,Car,7.1,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:49.023,KH05ZZK,0.34,Car,7.3,Lane Crossing;Criminal Vehicle
2025-04-11 09:56:49.325,KH05ZZK,0.39,Car,6.0,Lane Crossing;Criminal Vehicle
